year,month,dasarian_num,ET0_dasarian_mm_dasarian,hujan_dasarian_mm,GWETROOT
2010,8,3,41.92358607,25.31,0.94
2010,9,1,32.82979551,97.92,0.9369999999999999
2010,9,2,38.33253138,41.7,0.909
2010,9,3,37.90879597,266.47,0.9550000000000001
2010,10,1,36.36057281,223.6,0.9869999999999999
2010,10,2,37.87913627,67.92,0.966
2010,10,3,36.61154394,210.71,0.9763636363636364
2010,11,1,33.37678204,91.95,0.969
2010,11,2,33.41534816,158.81,0.984
2010,11,3,33.67394313,131.39,0.982
2010,12,1,32.65220465,131.08,0.983
2010,12,2,32.48857513,85.14,0.9709999999999999
2010,12,3,39.86225319,77.97,0.9527272727272728
2011,1,1,33.60164134,169.05,0.9400000000000001
2011,1,2,35.4918864,7.34,0.9390000000000001
2011,1,3,35.51315079,98.4,0.920909090909091
2011,2,1,35.87587729,36.57,0.9099999999999999
2011,2,2,40.1662644,29.36,0.868
2011,2,3,30.32202225,46.19,0.8374999999999999
2011,3,1,33.64496267,77.27,0.8379999999999999
2011,3,2,35.31347466,98.37,0.8800000000000001
2011,3,3,38.16731274,78.51,0.9009090909090909
2011,4,1,35.04201158,164.78,0.898
2011,4,2,36.74622135,67.39,0.9390000000000001
2011,4,3,34.22947793,126.76,0.946
2011,5,1,35.34947393,60.25,0.9650000000000001
2011,5,2,33.6245007,37.54,0.9369999999999999
2011,5,3,37.09991024,64.74,0.9081818181818182
2011,6,1,33.37765565,148.44,0.9490000000000001
2011,6,2,33.16638629,12.82,0.923
2011,6,3,31.21934966,135.09,0.8960000000000001
2011,7,1,31.46620429,38.18,0.9200000000000002
2011,7,2,31.10587463,66.23,0.913
2011,7,3,37.68129129,10.34,0.8763636363636365
2011,8,1,35.91138514,42.32,0.835
2011,8,2,34.79093631,40.34,0.8009999999999999
2011,8,3,39.98768596,2.12,0.7527272727272727
2011,9,1,37.28271327,1.76,0.6900000000000001
2011,9,2,35.51269701,25.15,0.643
2011,9,3,39.03724474,4.35,0.614
2011,10,1,37.00410846,14.7,0.58
2011,10,2,39.56156122,20.08,0.5549999999999999
2011,10,3,41.53403742,116.92,0.5927272727272727
2011,11,1,35.35650971,122.75,0.703
2011,11,2,33.96486732,81.4,0.726
2011,11,3,36.36127101,63.59,0.746
2011,12,1,33.60686636,98.3,0.797
2011,12,2,32.03233236,121.45,0.812
2011,12,3,37.15441244,47.66,0.8445454545454545
2012,1,1,32.96341041,89.79,0.8390000000000001
2012,1,2,34.91171079,140.63,0.9030000000000001
2012,1,3,41.87298362,17.91,0.8581818181818182
2012,2,1,33.35143756,98.91,0.859
2012,2,2,34.1275056,32.81,0.851
2012,2,3,33.1569061,61.64,0.8422222222222222
2012,3,1,35.0005306,70.12,0.8539999999999999
2012,3,2,37.73033021,24.44,0.837
2012,3,3,44.84674609,49.53,0.7881818181818182
2012,4,1,33.41477677,87.53,0.8150000000000001
2012,4,2,37.25900372,187.85,0.8939999999999999
2012,4,3,37.40135812,58.4,0.901
2012,5,1,37.37006505,46.01,0.889
2012,5,2,36.5209643,24.08,0.85
2012,5,3,34.61550367,135.46,0.8427272727272727
2012,6,1,31.54105405,71.63,0.9109999999999999
2012,6,2,37.53658332,14.6,0.8789999999999999
2012,6,3,35.39591796,9.88,0.8240000000000001
2012,7,1,29.36139533,66.57,0.8019999999999999
2012,7,2,29.42357288,47.51,0.8099999999999999
2012,7,3,41.35154395,0.99,0.7663636363636364
2012,8,1,35.96441398,33.84,0.724
2012,8,2,35.07604447,0.73,0.681
2012,8,3,37.34955251,112.41,0.6627272727272727
2012,9,1,36.73715317,43.56,0.675
2012,9,2,38.2455224,11.33,0.6719999999999999
2012,9,3,38.74241035,0.13,0.614
2012,10,1,36.09845463,12.44,0.581
2012,10,2,35.40744488,73.83,0.593
2012,10,3,37.44182921,197.52,0.6763636363636363
2012,11,1,37.09944445,194.15,0.791
2012,11,2,34.46420222,160.68,0.9099999999999999
2012,11,3,34.16274998,105.19,0.9199999999999999
2012,12,1,34.59928108,124.23,0.9559999999999998
2012,12,2,33.60224326,216.69,0.983
2012,12,3,36.71398403,130.03,0.9781818181818182
2013,1,1,30.85280472,193.98,0.982
2013,1,2,33.04669824,84,0.975
2013,1,3,39.49415615,132.26,0.9636363636363636
2013,2,1,35.51628706,85.88,0.969
2013,2,2,34.7479132,182.15,0.978
2013,2,3,28.66043931,42.49,0.97625
2013,3,1,41.03107604,36.29,0.9279999999999999
2013,3,2,36.68441523,93.91,0.9099999999999999
2013,3,3,41.5803717,147.7,0.9027272727272727
2013,4,1,35.35680621,82.23,0.9570000000000001
2013,4,2,37.38381646,67.81,0.9380000000000001
2013,4,3,36.05511849,83.37,0.9359999999999999
2013,5,1,33.93325827,182.88,0.967
2013,5,2,35.44219929,23.57,0.96
2013,5,3,36.61980786,50.11,0.9372727272727274
2013,6,1,33.33539673,82.44,0.921
2013,6,2,31.06150872,56.98,0.922
2013,6,3,35.74588901,48.99,0.89
2013,7,1,29.64873346,177.34,0.9490000000000001
2013,7,2,27.68363272,157.36,0.97
2013,7,3,35.77079297,36.78,0.9618181818181818
2013,8,1,32.20964504,69.82,0.951
2013,8,2,34.85629249,51.15,0.9390000000000001
2013,8,3,44.0289527,38.16,0.9118181818181817
2013,9,1,34.30419527,75.22,0.8720000000000001
2013,9,2,33.88894127,121.81,0.9179999999999999
2013,9,3,36.61939241,91.1,0.915
2013,10,1,38.24667839,8.81,0.9030000000000001
2013,10,2,34.51068949,168.45,0.933
2013,10,3,41.74950954,80.24,0.9263636363636363
2013,11,1,35.48579422,144.78,0.9629999999999999
2013,11,2,32.79512081,160.75,0.9719999999999999
2013,11,3,36.1968236,174.42,0.9709999999999999
2013,12,1,34.18717745,182.75,0.992
2013,12,2,34.69184805,85,0.9810000000000001
2013,12,3,36.23587012,115.89,0.97
2014,1,1,33.52452297,87.59,0.962
2014,1,2,29.3116927,76.87,0.953
2014,1,3,32.40477268,129.11,0.9681818181818183
2014,2,1,32.35590893,93.38,0.9400000000000001
2014,2,2,40.10262964,8.7,0.9120000000000001
2014,2,3,24.4896342,83.67,0.92125
2014,3,1,31.93591053,68.77,0.9040000000000001
2014,3,2,35.364336,60.84,0.9
2014,3,3,38.63391584,83.26,0.9018181818181819
2014,4,1,36.78881055,45.6,0.905
2014,4,2,32.6756142,217.94,0.923
2014,4,3,36.32794457,114.26,0.9629999999999999
2014,5,1,35.55485119,32.47,0.9559999999999998
2014,5,2,36.14173785,84.43,0.943
2014,5,3,35.76513034,182.37,0.9581818181818181
2014,6,1,33.34119032,24.6,0.945
2014,6,2,33.92176595,38.1,0.9120000000000001
2014,6,3,34.63142055,105.44,0.8949999999999999
2014,7,1,32.99901756,39.63,0.9109999999999999
2014,7,2,31.46391598,28.06,0.8949999999999999
2014,7,3,42.32470817,53.47,0.8490909090909091
2014,8,1,35.4404497,32.66,0.8390000000000001
2014,8,2,32.64748942,85.14,0.8550000000000001
2014,8,3,38.30325275,159.89,0.8627272727272728
2014,9,1,36.97436898,21.04,0.8629999999999999
2014,9,2,37.49657425,32.02,0.8109999999999999
2014,9,3,39.96889664,6.55,0.773
2014,10,1,38.35366787,19.71,0.719
2014,10,2,31.97037394,4.14,0.666
2014,10,3,38.98919692,89.83,0.6481818181818182
2014,11,1,33.012227,225.94,0.75
2014,11,2,33.33870647,121.28,0.8779999999999999
2014,11,3,35.03014423,151.13,0.905
2014,12,1,33.83018769,127.24,0.9400000000000001
2014,12,2,34.23481152,67.01,0.938
2014,12,3,35.09490902,106.96,0.9345454545454545
2015,1,1,35.82513488,111.27,0.9369999999999999
2015,1,2,38.09921828,81.48,0.945
2015,1,3,36.81223741,178.43,0.9609090909090909
2015,2,1,34.33986436,206.36,0.976
2015,2,2,32.1876674,103.29,0.974
2015,2,3,28.26553737,18.85,0.9575
2015,3,1,39.49862194,77.98,0.9480000000000001
2015,3,2,37.40445221,76.16,0.9359999999999999
2015,3,3,40.97604096,100.61,0.9127272727272728
2015,4,1,35.70938493,237.18,0.9650000000000001
2015,4,2,35.9429279,84.87,0.974
2015,4,3,33.24480779,121.71,0.968
2015,5,1,35.3104091,45.72,0.954
2015,5,2,34.46188066,33.66,0.922
2015,5,3,40.660759,6.87,0.8627272727272728
2015,6,1,31.70559289,127.48,0.843
2015,6,2,33.68851563,25.81,0.873
2015,6,3,34.37892681,1.16,0.8099999999999999
2015,7,1,35.6844044,5.64,0.746
2015,7,2,32.86182591,35.49,0.723
2015,7,3,42.47090786,4.3,0.6727272727272727
2015,8,1,31.40408924,66.13,0.665
2015,8,2,38.44926367,48.95,0.665
2015,8,3,42.7511831,1.58,0.6018181818181818
2015,9,1,38.68360869,23.82,0.547
2015,9,2,33.56838921,3.75,0.533
2015,9,3,30.23794691,27.25,0.508
2015,10,1,37.04234303,3.23,0.495
2015,10,2,38.29927447,0.06,0.46299999999999997
2015,10,3,36.26892167,4.93,0.44272727272727275
2015,11,1,32.12645737,44.51,0.457
2015,11,2,33.11331479,150.41,0.572
2015,11,3,35.2301,131.13,0.64
2015,12,1,33.77456202,154.77,0.747
2015,12,2,33.11899124,259.39,0.85
2015,12,3,39.30631275,66.83,0.87
2016,1,1,34.75182333,101.04,0.867
2016,1,2,35.66364916,167.96,0.906
2016,1,3,41.83867466,40.65,0.9045454545454547
2016,2,1,32.30531602,186.77,0.9269999999999999
2016,2,2,41.05517071,55.46,0.929
2016,2,3,34.7567799,167.12,0.9200000000000002
2016,3,1,39.82470837,49.7,0.95
2016,3,2,38.4880185,166.73,0.9570000000000001
2016,3,3,41.26686314,262.86,0.9763636363636364
2016,4,1,37.21253886,60.58,0.97
2016,4,2,35.86980675,171.29,0.9730000000000001
2016,4,3,34.04898085,61.88,0.9640000000000001
2016,5,1,35.21911501,85.7,0.958
2016,5,2,35.71582628,86.78,0.962
2016,5,3,35.47158354,103.97,0.9327272727272727
2016,6,1,34.35032278,34.67,0.9400000000000001
2016,6,2,32.41302916,89.75,0.9279999999999999
2016,6,3,34.42131552,13.1,0.9030000000000001
2016,7,1,37.46618453,60.61,0.876
2016,7,2,33.47326804,55.63,0.875
2016,7,3,37.01381933,21.89,0.8572727272727273
2016,8,1,39.05809158,66.38,0.853
2016,8,2,35.9580968,151.99,0.876
2016,8,3,37.51800103,165.71,0.9545454545454546
2016,9,1,36.12379647,39.79,0.932
2016,9,2,37.74751365,74.44,0.921
2016,9,3,36.72359744,69.81,0.9099999999999999
2016,10,1,33.88246658,87.29,0.906
2016,10,2,37.00416803,108.36,0.9400000000000001
2016,10,3,35.74713633,85.68,0.9363636363636363
2016,11,1,36.58697756,320.03,0.95
2016,11,2,36.11945536,143.3,0.99
2016,11,3,33.63224318,128.26,0.986
2016,12,1,30.73451567,156.91,0.9810000000000001
2016,12,2,35.07229575,46.24,0.952
2016,12,3,36.75562869,77.9,0.9354545454545454
2017,1,1,31.88033554,112.45,0.9099999999999999
2017,1,2,35.0000514,79.87,0.9369999999999999
2017,1,3,34.06045548,128.65,0.9318181818181818
2017,2,1,33.79552787,180.23,0.9549999999999998
2017,2,2,33.367314,136.32,0.9730000000000001
2017,2,3,27.49039217,144.28,0.98375
2017,3,1,36.76160096,136.05,0.983
2017,3,2,40.36210901,52.56,0.951
2017,3,3,40.81056135,91.89,0.9272727272727272
2017,4,1,34.20048789,117.37,0.954
2017,4,2,36.26446545,64.05,0.95
2017,4,3,36.13305003,131.59,0.953
2017,5,1,35.73561262,119.59,0.969
2017,5,2,33.32610008,76.94,0.96
2017,5,3,34.91065667,90.94,0.9472727272727273
2017,6,1,33.67593696,29.91,0.924
2017,6,2,31.1594635,56.11,0.915
2017,6,3,31.04386609,75.75,0.891
2017,7,1,32.08993093,64.47,0.916
2017,7,2,29.71033812,41.82,0.909
2017,7,3,39.41970612,7.82,0.8654545454545454
2017,8,1,35.17044373,19.66,0.805
2017,8,2,30.32020636,131.12,0.845
2017,8,3,39.67513206,113.19,0.8854545454545455
2017,9,1,34.90513222,112.02,0.85
2017,9,2,36.44061888,166.41,0.867
2017,9,3,36.563067,77.28,0.913
2017,10,1,34.52841346,222.39,0.944
2017,10,2,38.5064516,44.49,0.953
2017,10,3,43.54682596,47.46,0.9063636363636364
2017,11,1,35.79470896,116.95,0.9099999999999999
2017,11,2,36.1718215,80.32,0.9280000000000002
2017,11,3,32.26883688,157.54,0.943
2017,12,1,34.31432032,85.43,0.9640000000000001
2017,12,2,33.58447146,88.84,0.951
2017,12,3,36.38622862,148.88,0.9654545454545453
2018,1,1,33.83367244,46.89,0.944
2018,1,2,33.77702497,56.95,0.9109999999999999
2018,1,3,37.8009724,122.84,0.94
2018,2,1,37.80742258,65.21,0.9030000000000001
2018,2,2,33.54839936,77.37,0.898
2018,2,3,28.35334438,83.93,0.9175
2018,3,1,35.04935918,57.68,0.907
2018,3,2,39.29915884,140.18,0.946
2018,3,3,37.89329087,94.21,0.9372727272727274
2018,4,1,37.33582079,74.4,0.9390000000000001
2018,4,2,37.31100536,92.23,0.921
2018,4,3,34.52681026,103.99,0.9349999999999999
2018,5,1,36.80874042,66.68,0.925
2018,5,2,35.31208017,66.33,0.884
2018,5,3,36.01809429,101.29,0.9081818181818182
2018,6,1,36.88081712,45.74,0.898
2018,6,2,33.21370712,36.49,0.8870000000000001
2018,6,3,31.55181056,113.15,0.8870000000000001
2018,7,1,31.91243173,7.76,0.8870000000000001
2018,7,2,34.66961614,0.67,0.8300000000000001
2018,7,3,34.04462179,82.05,0.8190909090909091
2018,8,1,32.03226437,27.7,0.807
2018,8,2,33.88958179,39.74,0.767
2018,8,3,33.4710984,199.13,0.8390909090909091
2018,9,1,36.98759597,121.95,0.8880000000000001
2018,9,2,37.07485981,16.74,0.861
2018,9,3,39.02286251,15.39,0.82
2018,10,1,37.23465654,11.49,0.752
2018,10,2,36.33574512,136.3,0.784
2018,10,3,38.5964636,140.81,0.8372727272727274
2018,11,1,34.49945464,202.53,0.898
2018,11,2,35.27110275,163.8,0.953
2018,11,3,33.4716865,111.23,0.96
2018,12,1,36.69685486,101.15,0.952
2018,12,2,35.17171172,218.26,0.978
2018,12,3,38.90880186,171.14,0.9718181818181818
2019,1,1,34.31333968,162.04,0.974
2019,1,2,34.6809077,158.9,0.9810000000000001
2019,1,3,39.80172415,55.92,0.9581818181818181
2019,2,1,35.94211915,71.46,0.914
2019,2,2,36.44511736,87.32,0.9369999999999999
2019,2,3,29.71500641,61.05,0.9225000000000001
2019,3,1,35.78538013,123.49,0.945
2019,3,2,39.75363897,54.28,0.933
2019,3,3,42.72661806,112.62,0.92
2019,4,1,39.95394406,40.06,0.8870000000000001
2019,4,2,38.57222883,112.71,0.889
2019,4,3,34.90105179,165.82,0.9470000000000001
2019,5,1,40.79154127,27.29,0.921
2019,5,2,34.11018594,83.47,0.9040000000000001
2019,5,3,40.02867807,28.23,0.8754545454545455
2019,6,1,31.28034341,70.11,0.869
2019,6,2,30.6245272,41.07,0.853
2019,6,3,30.15938429,36.9,0.844
2019,7,1,32.24857991,154.67,0.8230000000000001
2019,7,2,34.82990621,6.61,0.825
2019,7,3,39.30172416,42.52,0.8009090909090909
2019,8,1,34.45196082,0.43,0.736
2019,8,2,36.28115342,0.18,0.674
2019,8,3,37.9122889,21.28,0.6227272727272727
2019,9,1,39.38107538,6.22,0.5820000000000001
2019,9,2,40.22656675,0.44,0.532
2019,9,3,35.58348794,48.86,0.519
2019,10,1,41.53197777,14.44,0.511
2019,10,2,36.66155056,15.36,0.48599999999999993
2019,10,3,43.31983655,20.44,0.47363636363636363
2019,11,1,41.103311,6.42,0.46399999999999997
2019,11,2,40.28090191,59.92,0.47000000000000003
2019,11,3,36.96298363,45.45,0.529
2019,12,1,33.93047336,130.62,0.603
2019,12,2,35.29574257,76.86,0.612
2019,12,3,38.01833455,180.76,0.6872727272727273
2020,1,1,33.61935093,73.97,0.743
2020,1,2,33.61800532,172.01,0.77
2020,1,3,39.62617453,214.91,0.8718181818181818
2020,2,1,34.31148564,149.45,0.882
2020,2,2,36.78438627,53.56,0.8870000000000001
2020,2,3,35.99356835,73.66,0.8766666666666666
2020,3,1,37.12150565,154.39,0.917
2020,3,2,38.1338591,238.54,0.9390000000000001
2020,3,3,39.80841887,169.35,0.9609090909090909
2020,4,1,37.56555747,194.22,0.974
2020,4,2,35.42992049,101.44,0.9719999999999999
2020,4,3,36.30398581,208.42,0.9810000000000001
2020,5,1,31.02178994,82.65,0.969
2020,5,2,32.89910709,51.03,0.95
2020,5,3,36.42738762,97.88,0.9427272727272726
2020,6,1,34.23094085,79.62,0.953
2020,6,2,32.39414128,98.08,0.9349999999999999
2020,6,3,33.25360429,59.11,0.946
2020,7,1,32.43926686,72.3,0.9109999999999999
2020,7,2,31.29894291,33.64,0.905
2020,7,3,38.12580004,35.5,0.8727272727272727
2020,8,1,35.95817371,36.2,0.828
2020,8,2,34.02522876,104.49,0.8469999999999999
2020,8,3,46.32411908,3.18,0.8190909090909091
2020,9,1,35.41468882,169.54,0.788
2020,9,2,37.92287203,61.97,0.8629999999999999
2020,9,3,37.87393416,63.57,0.835
2020,10,1,34.96655902,245.67,0.89
2020,10,2,37.57659288,57.67,0.931
2020,10,3,39.49301201,179.9,0.9463636363636364
2020,11,1,33.15805858,140.99,0.9709999999999999
2020,11,2,39.47857955,50.14,0.951
2020,11,3,32.10523278,288.18,0.977
2020,12,1,32.66309359,133.31,0.97
2020,12,2,32.13855032,97.29,0.9730000000000001
2020,12,3,38.67963263,194.36,0.9763636363636364
2021,1,1,34.22769718,111.54,0.9719999999999999
2021,1,2,31.611311,156.27,0.975
2021,1,3,37.88866221,186.77,0.9854545454545455
2021,2,1,37.27955556,88.02,0.974
2021,2,2,32.13031424,100.39,0.962
2021,2,3,30.72660342,88.59,0.965
2021,3,1,37.8145291,53.4,0.9490000000000001
2021,3,2,37.86092176,113.46,0.954
2021,3,3,38.79710384,78.47,0.9554545454545454
2021,4,1,33.61259999,74.78,0.952
2021,4,2,35.46851954,235.03,0.9390000000000001
2021,4,3,34.6772565,59.11,0.953
2021,5,1,35.88750622,120.28,0.933
2021,5,2,32.37485986,148.1,0.962
2021,5,3,36.20850042,157.67,0.9690909090909091
2021,6,1,35.45275159,32.94,0.9560000000000001
2021,6,2,33.04443863,80.58,0.9400000000000001
2021,6,3,32.77413478,100.91,0.944
2021,7,1,31.91992204,52.27,0.9369999999999999
2021,7,2,30.46155319,110.68,0.9410000000000001
2021,7,3,42.92596211,3.1,0.9118181818181817
2021,8,1,34.24123035,64.12,0.883
2021,8,2,34.76498674,121.21,0.884
2021,8,3,37.81827508,62.11,0.9009090909090909
2021,9,1,33.68011904,131.55,0.932
2021,9,2,36.9989533,53.22,0.909
2021,9,3,36.59856287,148.89,0.899
2021,10,1,39.00414725,54.89,0.9109999999999999
2021,10,2,36.60456683,225.58,0.953
2021,10,3,41.7109311,156.16,0.9672727272727273
2021,11,1,35.63316015,182.05,0.975
2021,11,2,38.43041604,24.16,0.944
2021,11,3,37.0373312,92.13,0.917
2021,12,1,37.84407305,73.72,0.9269999999999999
2021,12,2,36.60475666,122.96,0.9349999999999999
2021,12,3,41.27786715,79.62,0.9472727272727273
2022,1,1,36.22199325,65.48,0.9280000000000002
2022,1,2,33.87999605,80.58,0.923
2022,1,3,40.69206539,97.57,0.9427272727272726
2022,2,1,33.72271678,169.24,0.961
2022,2,2,40.38360762,44.95,0.95
2022,2,3,34.04631596,10.87,0.9175
2022,3,1,38.03806975,66.93,0.882
2022,3,2,38.84077491,118.42,0.897
2022,3,3,49.67288188,6.13,0.8754545454545455
2022,4,1,40.36896568,38.92,0.829
2022,4,2,35.77011678,112.45,0.8299999999999998
2022,4,3,35.6543049,145.22,0.899
2022,5,1,34.35021435,153.61,0.9480000000000001
2022,5,2,36.62647759,28.26,0.932
2022,5,3,35.203654,135.46,0.9263636363636363
2022,6,1,32.48093977,83.23,0.923
2022,6,2,32.23065785,107.64,0.954
2022,6,3,29.95763637,273.39,0.95
2022,7,1,32.87992951,16.9,0.966
2022,7,2,30.98320614,16.61,0.924
2022,7,3,34.02528957,286.67,0.9536363636363636
2022,8,1,33.04089295,116.02,0.977
2022,8,2,34.78536055,70.43,0.9369999999999999
2022,8,3,35.27083258,299.13,0.9809090909090908
2022,9,1,31.88354402,222.31,0.991
2022,9,2,36.59029686,36.21,0.9629999999999999
2022,9,3,34.22895757,86.67,0.951
2022,10,1,34.18793653,235.72,0.9789999999999999
2022,10,2,34.1783886,176.31,0.985
2022,10,3,34.66143316,100.31,0.9772727272727273
2022,11,1,33.86601112,144.85,0.97
2022,11,2,30.28811778,223.25,0.9890000000000001
2022,11,3,35.00871083,75.61,0.9730000000000001
2022,12,1,32.13618399,221.48,0.983
2022,12,2,35.29937408,58.05,0.9709999999999999
2022,12,3,33.88809915,84.81,0.9390909090909091
2023,1,1,33.45445763,136.19,0.962
2023,1,2,32.18458189,53.77,0.9390000000000001
2023,1,3,34.94413665,125.69,0.9609090909090909
2023,2,1,38.20235357,18.52,0.9269999999999999
2023,2,2,34.46356988,60.63,0.9040000000000001
2023,2,3,23.98315757,94.75,0.90125
2023,3,1,36.03331604,103.49,0.933
2023,3,2,34.02097955,95.84,0.944
2023,3,3,41.17727658,192.6,0.959090909090909
2023,4,1,36.34271432,141.14,0.976
2023,4,2,38.37358023,29.23,0.946
2023,4,3,36.11633424,146.62,0.951
2023,5,1,35.14755324,57.61,0.95
2023,5,2,35.62118983,26.36,0.917
2023,5,3,38.91475282,39.1,0.8818181818181817
2023,6,1,31.87012204,29.42,0.8550000000000001
2023,6,2,31.37407203,48.59,0.8480000000000001
2023,6,3,30.32320038,27.58,0.826
2023,7,1,29.85681286,107.92,0.8379999999999999
2023,7,2,30.82234228,78.85,0.8779999999999999
2023,7,3,34.74718133,56.85,0.879090909090909
2023,8,1,35.79748045,15.95,0.836
2023,8,2,31.83889879,28.48,0.797
2023,8,3,37.8370742,12.66,0.7445454545454545
2023,9,1,36.81825204,0.74,0.682
2023,9,2,38.02352716,7.79,0.623
2023,9,3,41.83193454,2.82,0.581
2023,10,1,39.39529038,1.73,0.53
2023,10,2,40.47789729,9.66,0.495
2023,10,3,44.70360756,51.07,0.5127272727272728
2023,11,1,37.44393318,45.92,0.532
2023,11,2,31.89620008,88.8,0.5780000000000001
2023,11,3,31.18074866,55.64,0.612
2023,12,1,34.01847477,30.23,0.612
2023,12,2,36.90191331,39.7,0.606
2023,12,3,37.20024901,100.56,0.620909090909091
2024,1,1,32.84027493,171.61,0.728
2024,1,2,32.0256239,120.27,0.791
2024,1,3,41.87952999,53.06,0.7599999999999999
2024,2,1,35.45714267,144.2,0.82
2024,2,2,35.15062841,181.23,0.852
2024,2,3,30.78008025,125.54,0.8833333333333333
2024,3,1,34.11503309,302.1,0.96
2024,3,2,38.06925834,251.57,0.9549999999999998
2024,3,3,40.724451,322.01,0.9754545454545455
2024,4,1,35.91624096,95.64,0.961
2024,4,2,36.10935585,231.31,0.974
2024,4,3,35.87859374,137.99,0.9810000000000001
2024,5,1,34.04280802,142.63,0.976
2024,5,2,34.09225194,60.2,0.962
2024,5,3,35.06403225,144.67,0.9663636363636363
2024,6,1,32.54368195,76.31,0.961
2024,6,2,30.90758713,139.16,0.961
2024,6,3,31.76701932,85.16,0.962
2024,7,1,31.02778546,187.81,0.9650000000000001
2024,7,2,34.92774644,1.35,0.9470000000000001
2024,7,3,42.35585835,2.97,0.8772727272727273
2024,8,1,34.72789992,20.29,0.82
2024,8,2,35.71849602,3.11,0.762
2024,8,3,41.34329286,7.64,0.7018181818181818
2024,9,1,36.40851237,36.31,0.663
2024,9,2,35.34616194,61.64,0.686
2024,9,3,38.43711103,36.36,0.647
2024,10,1,40.22785355,50.03,0.649
2024,10,2,41.00255201,80.95,0.6839999999999999
2024,10,3,47.0800379,4.28,0.6327272727272727
2024,11,1,35.51918114,59.63,0.623
2024,11,2,35.85222699,149.53,0.705
2024,11,3,31.20212087,151.53,0.805
2024,12,1,32.29404084,280,0.901
2024,12,2,32.78758805,128.63,0.8949999999999999
2024,12,3,39.21756951,63.32,0.8972727272727273
2025,1,1,35.48884648,86.35,0.883
2025,1,2,29.32501868,144.49,0.9269999999999999
2025,1,3,36.0716939,106.07,0.9509090909090908
2025,2,1,33.84022447,73.58,0.932
2025,2,2,34.70730047,88.25,0.9179999999999999
2025,2,3,25.82498258,125.15,0.95875
2025,3,1,34.52454126,104.63,0.9709999999999999
2025,3,2,35.18366929,208.51,0.9810000000000001
2025,3,3,39.71444428,88.21,0.97
2025,4,1,34.2350298,61.43,0.9490000000000001
2025,4,2,34.41479225,151.67,0.9650000000000001
2025,4,3,33.91897423,63.66,0.951
2025,5,1,36.61688589,47.37,0.9099999999999999
2025,5,2,35.59100147,36.71,0.899
2025,5,3,37.65428068,77.46,0.8881818181818182
2025,6,1,31.99699942,82.52,0.8789999999999999
2025,6,2,31.97225109,47.07,0.8779999999999999
2025,6,3,31.32349792,25.34,0.858
2025,7,1,32.203367,65.39,0.844
2025,7,2,33.48440105,49.01,0.8469999999999999
2025,7,3,35.29878861,69.49,0.8209090909090908
2025,8,1,33.8884715,145.41,0.881
2025,8,2,30.7451113,234.91,0.9570000000000001
2025,8,3,40.88164242,96.88,0.9390909090909091
2025,9,1,34.22314148,176.13,0.9469999999999998
2025,9,2,35.36533115,107.21,0.967
2025,9,3,38.7041964,165.68,0.9650000000000001
2025,10,1,36.58267571,126.15,0.9709999999999999
2025,10,2,37.33950807,124.6,0.9560000000000001
2025,10,3,40.87290138,106.02,0.9672727272727273
2025,11,1,36.9326434,218.1,0.958
2025,11,2,34.59037038,121.14,0.974
2025,11,3,34.62465607,191.04,0.978
2025,12,1,33.41221293,134.76,0.9719999999999999
2025,12,2,31.89174891,172.24,0.984
2025,12,3,36.50627953,109.4,0.9763636363636364
